class,accuracy,aimTime,alpha1,alpha2,alpha3,backwardSpeed,base_capture_points,base_defense_points,base_xp,battles,caliber,damage,damage_blocked,damage_received,direct_hits,distance_traveled,dpm1,dpm2,dpm3,forwardSpeed,frags,gunDepression,gunElevation,hit_rate,hp,intraClipReload,isPrem_False,isPrem_True,life_time,maxAmmo,pen1,pen2,pen3,pen_rate,penetrations,player_winrate,player_wn8,potentialDamage,potential_damage_received,power,reload,shell1_ARMOR_PIERCING,shell1_ARMOR_PIERCING_CR,shell1_HIGH_EXPLOSIVE,shell1_HOLLOW_CHARGE,shell2_ARMOR_PIERCING,shell2_ARMOR_PIERCING_CR,shell2_HIGH_EXPLOSIVE,shell2_HOLLOW_CHARGE,shell3_ARMOR_PIERCING,shell3_HIGH_EXPLOSIVE,shell3_HOLLOW_CHARGE,shellVelocity1,shellVelocity2,shellVelocity3,shots_fired,sniper_damage,specificPower,spots,spotting_assist,survival,tank_id,tier,tracking_assist,traverseSpeed,turretTraverseDispersion,turretTraverseSpeed,vehicleMovementDispersion,vehicleRotationDispersion,viewRange,weight,winrate,winrate_differential,wn8,wnx
MT,0.24418604651162787,0.15254237288135591,0.0893169877408056,0.05963302752293578,0.09169550173010381,0.0847457627118644,0.21287128712871287,0.1811594202898551,0.3696808510638298,0.0016238420389172081,0.2890382626680455,0.08240482822655525,0.051425030978934326,0.11151797603195739,0.039827364276520026,0.24179829890643986,0.23464520848573517,0.23464520848573517,0.3054776057008039,0.17647058823529413,0.28834355828220865,0.42857142857142855,0.2222222222222222,0.7010182042579449,0.11392405063291139,,0,1,0.47342995169082125,0.021577380952380952,0.2440677966101695,0.28125,0.07734806629834254,0.8938601823708207,0.05598086124401913,0.40050377833753126,0.1994195688225539,0.05518169582772544,0.08068697342838627,0.07756813417190776,0.06028368794326241,1,0,0,0,0,1,0,0,0,1,0,0.24668989547038328,0.2813599062133646,0.3791423001949318,0.026259424263193974,0.055593685655456415,0.044456118581260085,0.14136125654450263,0.04847494553376906,0.4260651629072682,0.7415548357242018,0.3,0.13178294573643412,0.4074074074074074,0.2285714285714286,0.16666666666666666,0.23076923076923075,0.23076923076923075,0.42857142857142855,0.1062132278352607,0.46696230598669636,0.5574377977766013,0.260930395243092,0.15648614609571787
HT,0.20930232558139536,0.2711864406779661,0.37828371278458844,0.24885321100917432,0.35409457900807384,0.15254237288135594,0.16006600660066006,0.021739130434782608,0.48271276595744683,0.0008327521743032473,0.5174077904170975,0.19080779944289694,0.28841387856257744,0.4940079893475366,0.024078140380101462,0.28797083839611176,0.38528163862472564,0.38528163862472564,0.3956201257982519,0.11764705882352941,0.13496932515337426,0.3333333333333333,0.2777777777777778,0.7983647022523912,0.4936708860759494,,0,1,0.6038647342995169,0.014136904761904762,0.6813559322033899,0.5833333333333334,0.15193370165745856,0.6443768996960486,0.026555023923444977,0.3848866498740554,0.15754560530679934,0.24764468371467024,0.39873622812702525,0.8165618448637316,0.2375886524822695,1,0,0,0,0,1,0,0,0,1,0,0.3797909407665505,0.42145369284876905,0.5653021442495126,0.010238176833447566,0.08785175017158545,0.07832361951677551,0.14659685863874342,0.14215686274509803,0.3233082706766917,0.6962054604349838,0.7,0.20930232558139536,0.07407407407407407,0.2571428571428572,0.15,0.36538461538461536,0.36538461538461536,0.8857142857142857,0.8376952728748225,0.33170731707317064,0.41238750661725776,0.204966771598461,0.0818639798488665
HT,0.16279069767441856,0.1694915254237288,0.4220665499124343,0.2775229357798165,0.35409457900807384,0.15254237288135594,0.1881188118811881,0.043478260869565216,0.6223404255319149,0.438227886247074,0.5174077904170975,0.38254410399257194,0.635997521685254,0.8968042609853528,0.0425531914893617,0.3337383556095585,0.5395218111115389,0.5395218111115389,0.46475198331659556,0.11764705882352941,0.20858895705521474,0.3333333333333333,0.26666666666666666,0.9162295587781548,0.9050632911392406,,1,0,0.7439613526570048,0.020833333333333332,0.7694915254237288,0.7161458333333334,0.15193370165745856,0.6638297872340425,0.04461722488038277,0.4534005037783375,0.2607794361525705,0.4,0.7689565780946209,1.0,0.20744680851063832,1,0,0,0,0,1,0,0,0,1,0,0.4564459930313589,0.5017584994138335,0.672514619883041,0.02107607950651131,0.14207275223061083,0.09688187205030696,0.14136125654450263,0.210239651416122,0.4871269081795398,0.1001850994909764,0.9,0.4573643410852713,0.018518518518518517,0.07142857142857144,0.16666666666666666,0.2692307692307693,0.2692307692307693,0.8857142857142857,0.944106309596267,0.41064301552106425,0.4346214928533615,0.3091990206365862,0.1265743073047859
MT,0.3488372093023256,0.2033898305084745,0.0542907180385289,0.03669724770642202,0.04555940023068051,0.03389830508474576,0.41089108910891087,0.2644927536231884,0.1276595744680851,0.00010028595494377647,0.21147880041365044,0.05478180129990715,0.0006195786864931846,0.04660452729693742,0.045279018702203376,0.21668691778047794,0.10226773957571325,0.10226773957571325,0.12662339915824836,0.17647058823529413,0.5950920245398773,0.2857142857142857,0.17777777777777778,0.5593952483801296,0.05063291139240506,,1,0,0.6280193236714976,0.047619047619047616,0.08813559322033898,0.0546875,0.052486187845303865,0.9627963525835866,0.0673444976076555,0.5798488664987405,0.4722222222222222,0.08344549125168237,0.02171095268956578,0.025157232704402517,0.051418439716312055,1,0,0,0,1,0,0,0,0,1,0,0.13519163763066203,0.16412661195779601,0.22319688109161792,0.0384681288553804,0.038435140700068635,0.03589512998016825,0.15445026178010468,0.007080610021786492,0.5372522214627479,0.0011568718186024988,0.0,0.03875968992248062,0.3888888888888889,0.2285714285714286,0.43333333333333335,0.5769230769230769,0.5769230769230769,0.2,0.04620612700344898,0.49445676274944567,0.401799894123875,0.6820566631689402,0.6712846347607053
MT,0.2906976744186046,0.2033898305084745,0.0542907180385289,0.03669724770642202,0.04555940023068051,0.1016949152542373,0.29372937293729373,0.25724637681159424,0.1702127659574468,1.2350487062041437e-05,0.21147880041365044,0.056406685236768804,0.0027881040892193307,0.07523302263648468,0.04838343302793973,0.21466180639935195,0.18215069495245065,0.18215069495245065,0.19458799764441947,0.4117647058823529,0.4171779141104294,0.2857142857142857,0.17777777777777778,0.6095340944153039,0.0759493670886076,,1,0,0.32367149758454106,0.05505952380952381,0.1288135593220339,0.09375,0.052486187845303865,0.9276595744680851,0.06889952153110047,0.5193954659949623,0.31094527363184077,0.10228802153432032,0.03580686973428386,0.06184486373165619,0.03546099290780142,1,0,0,0,1,0,0,0,0,1,0,0.1902439024390244,0.22215709261430247,0.3001949317738791,0.0384681288553804,0.04667124227865477,0.12378153472601475,0.10994764397905758,0.006535947712418301,0.4016860332649807,0.004858861638130495,0.1,0.05426356589147287,0.25925925925925924,0.20000000000000004,0.43333333333333335,0.4807692307692307,0.4807692307692307,0.3142857142857143,0.05777033881111787,0.47804878048780497,0.4457384859714134,0.584120321790836,0.5152707808564232
MT,0.25581395348837205,0.10169491525423725,0.0542907180385289,0.03669724770642202,0.04555940023068051,0.1694915254237288,0.2343234323432343,0.15217391304347827,0.15159574468085107,3.820417331191484e-05,0.21147880041365044,0.04665738161559889,0.0027881040892193307,0.10885486018641811,0.060801090330885134,0.2332928311057108,0.262033650329188,0.262033650329188,0.26255259613059057,0.5294117647058824,0.2208588957055215,0.3333333333333333,0.17777777777777778,0.6715519901265041,0.11392405063291139,,1,0,0.3140096618357488,0.05505952380952381,0.1288135593220339,0.09375,0.052486187845303865,0.8693009118541033,0.07966507177033492,0.46801007556675056,0.16003316749585406,0.10228802153432032,0.049902786779001944,0.09329140461215933,0.02482269503546099,1,0,0,0,1,0,0,0,0,1,0,0.1902439024390244,0.22215709261430247,0.3001949317738791,0.04626456477039068,0.04598490048043926,0.13738319801236654,0.16230366492146595,0.023965141612200435,0.39302802460697195,0.03447478019435447,0.2,0.03875968992248062,0.3333333333333333,0.14285714285714288,0.5666666666666667,0.25,0.25,0.4857142857142857,0.0795800365185636,0.2993348115299335,0.28639491794600314,0.3284365162644281,0.12720403022670027
HT,0.26744186046511625,0.3220338983050847,0.37828371278458844,0.24885321100917432,0.2964244521337947,0.1694915254237288,0.09405940594059405,0.05072463768115943,0.6728723404255319,0.0040270821480296445,0.4915546363322992,0.41480965645311046,0.1496282527881041,0.5272969374167776,0.041568864995835536,0.40097205346294046,0.5021934948520018,0.5021934948520018,0.3980546785798461,0.35294117647058826,0.36196319018404916,0.3333333333333333,0.2222222222222222,0.9069731564331996,0.509493670886076,0.373070987654321,0,1,0.5555555555555556,0.010416666666666666,0.8067796610169492,0.7526041666666666,0.16022099447513813,0.8443768996960487,0.05502392344497608,0.5168765743073046,0.376865671641791,0.18842530282637954,0.3371678548282566,0.5020964360587002,0.6631205673758865,1,0,0,0,0,1,0,0,0,1,0,0.5400696864111498,0.5720984759671747,0.7894736842105263,0.020604866346812887,0.15991763898421413,0.2675218872769043,0.2801047120418848,0.15577342047930284,0.32832080200501257,0.7679315131883387,0.8,0.4418604651162791,0.2222222222222222,0.2142857142857143,0.3333333333333333,0.34615384615384615,0.34615384615384615,0.8285714285714286,0.27470075065936295,0.5614190687361418,0.5479089465325568,0.4403637635536901,0.20828085642317382
MT,0.23255813953488366,0.4067796610169491,0.30823117338003503,0.2029816513761468,0.24452133794694347,0.288135593220339,0.06105610561056105,0.12318840579710147,0.663563829787234,0.016391566428741396,0.4183040330920372,0.32590529247910865,0.0012391573729863693,0.33288948069241014,0.037555841599151964,0.5897124341838801,0.39897585954645204,0.39897585954645204,0.3269401104859106,0.7352941176470589,0.4601226993865031,0.23809523809523808,0.14444444444444443,0.8409441530391855,0.3512658227848101,0.19753086419753088,0,1,0.5507246376811594,0.008928571428571428,0.5796610169491525,0.53125,0.11878453038674033,0.9237689969604864,0.054904306220095685,0.5687657430730477,0.42412935323383083,0.1259757738896366,0.15797148412184056,0.14046121593291405,0.36170212765957444,0,1,0,0,0,1,0,0,0,1,0,0.5121951219512195,0.5603751465416178,0.6530214424951267,0.019576764907470873,0.3074811256005491,0.4716589583591765,0.45549738219895286,0.31808278867102396,0.35794030530872634,0.8301712170291532,0.7,0.3333333333333333,0.48148148148148145,0.14285714285714288,0.8166666666666667,0.07692307692307694,0.07692307692307694,0.8285714285714286,0.046738689389328465,0.5596452328159645,0.49126521969295917,0.484435117173837,0.24952770780856423
TD,0.25581395348837205,0.2033898305084745,0.45709281961471104,0.30045871559633025,0.3944636678200692,0.1016949152542373,0.13036303630363036,0.05434782608695653,0.5957446808510638,0.05355237059365498,0.5260255084453637,0.3969359331476323,0.36833952912019824,0.5575898801597869,0.039827364276520026,0.3560145808019441,0.7547810638520221,0.7547810638520221,0.6596089346550638,0.2647058823529412,0.24539877300613497,0.42857142857142855,0.2222222222222222,0.8890774452329528,0.5886075949367089,0.7993827160493827,1,0,0.7053140096618358,0.010416666666666666,0.8338983050847457,0.765625,0.3314917127071823,0.6894832826747721,0.043660287081339705,0.45088161209067984,0.24170812603648426,0.23687752355316286,0.45852235904082955,0.3867924528301887,0.39716312056737585,1,0,0,0,0,0,0,1,0,1,0,0.7233449477351916,0.5638921453692849,1.0,0.019876627827278958,0.22717913520933425,0.1740629716822024,0.16230366492146595,0.18082788671023964,0.46001367053998626,0.07635354002776493,0.9,0.4263565891472868,0.2962962962962963,0.05714285714285715,0.2,0.17307692307692307,0.17307692307692307,0.8285714285714286,0.27721140190708055,0.4439024390243902,0.47697194282689254,0.28156698146204967,0.1547544080604534
HT,0.27906976744186046,0.3220338983050847,0.25569176882662,0.16857798165137614,0.22145328719723184,0.1016949152542373,0.16501650165016502,0.04710144927536233,0.3045212765957447,0.0041074426505133274,0.4183040330920372,0.10515320334261838,0.05483271375464684,0.24400798934753662,0.02279094419625956,0.2867557715674362,0.22928660029897266,0.22928660029897266,0.22802595799802763,0.3382352941176471,0.20858895705521474,0.42857142857142855,0.2222222222222222,0.7105831533477321,0.24050632911392406,,1,0,0.3526570048309179,0.014136904761904762,0.376271186440678,0.3359375,0.11878453038674033,0.8290577507598784,0.03253588516746411,0.3738035264483628,0.13971807628524047,0.15343203230148048,0.13804277381723914,0.3448637316561845,0.2163120567375887,1,0,0,0,1,0,0,0,0,1,0,0.37282229965156793,0.2966002344665885,0.2631578947368421,0.011266278272789582,0.05216197666437886,0.2133179812592921,0.24083769633507854,0.06808278867102396,0.20004556846662108,0.11614993058769088,0.4,0.14728682170542637,0.2962962962962963,0.28571428571428575,0.4,0.36538461538461536,0.36538461538461536,0.6,0.2189085007100832,0.3924611973392462,0.49655902593965057,0.22140608604407136,0.11083123425692695
MT,0.12790697674418605,0.1864406779661017,0.3345008756567426,0.22018348623853212,0.2675893886966551,0.3220338983050847,0.07755775577557755,0.04710144927536233,0.6329787234042553,0.0004332550861364136,0.4183040330920372,0.4391829155060353,0.18060718711276333,0.5436085219707057,0.05141212993109715,0.5309842041312273,0.7717629846378931,0.7717629846378931,0.6178762864618009,0.6323529411764706,0.34969325153374237,0.19047619047619047,0.2,0.8418697932736809,0.5727848101265823,,0,1,0.6376811594202898,0.014136904761904762,0.8203389830508474,0.8177083333333334,0.26243093922651933,0.8143465045592706,0.06423444976076555,0.5657430730478588,0.4295190713101161,0.21399730820995963,0.3509397278029812,0.3448637316561845,0.11524822695035461,0,1,0,0,0,0,0,1,0,1,0,0.8452961672473868,0.515240328253224,0.48927875243664715,0.030114804660726524,0.4179821551132464,0.26741806709035515,0.3115183246073298,0.30610021786492375,0.40783777625882883,0.8484497917630727,0.9,0.5116279069767442,0.6666666666666666,0.14285714285714288,0.6,0.15384615384615388,0.15384615384615388,1.0,0.1884763643741124,0.5450110864745011,0.47697194282689254,0.4620496677159846,0.20340050377833754
HT,0.18604651162790695,0.2033898305084745,0.4220665499124343,0.2775229357798165,0.35409457900807384,0.15254237288135594,0.2013201320132013,0.03623188405797102,0.5638297872340425,0.045711128694545286,0.5174077904170975,0.28319405756731664,0.42905824039653034,0.702063914780293,0.03187703490573181,0.3110571081409477,0.4537527432333577,0.4537527432333577,0.3956201257982519,0.11764705882352941,0.18404907975460122,0.3333333333333333,0.2777777777777778,0.8625424251774142,0.7151898734177216,,1,0,0.7101449275362319,0.014136904761904762,0.7694915254237288,0.7161458333333334,0.15193370165745856,0.6761094224924012,0.035167464114832535,0.3798488664987405,0.17164179104477612,0.2812920592193809,0.5706416072585871,0.9475890985324947,0.2375886524822695,1,0,0,0,0,1,0,0,0,1,0,0.4564459930313589,0.5017584994138335,0.672514619883041,0.014693283070596298,0.11050102951269733,0.11022910232301118,0.14136125654450263,0.16176470588235295,0.42902711323763953,0.27047663118926424,0.8,0.31007751937984496,0.018518518518518517,0.14285714285714288,0.15,0.2692307692307693,0.2692307692307693,0.8857142857142857,0.8474842767295597,0.37427937915742787,0.4685018528321863,0.2570828961175236,0.11020151133501259
LT,0.27906976744186046,0.15254237288135591,0.024518388791593695,0.017201834862385322,0.014994232987312572,0.03389830508474576,0.4389438943894389,0.2971014492753623,0.1875,0.00012778637280192208,0.1253016201309893,0.05246053853296193,0.014250309789343246,0.03362183754993342,0.09260240781403802,0.24665856622114216,0.10425240927451418,0.10425240927451418,0.08991940546777608,0.19117647058823528,0.588957055214724,0.23809523809523808,0.3888888888888889,0.6710891700092563,0.03164556962025317,,1,0,0.5362318840579711,0.12388392857142858,0.0711864406779661,0.09895833333333333,0.022099447513812154,0.9846808510638297,0.13289473684210523,0.5309823677581863,0.35945273631840796,0.11870794078061911,0.023331173039533377,0.022536687631027254,0.012411347517730492,1,0,0,0,0,1,0,0,0,1,0,0.33797909407665505,0.37749120750293086,0.50682261208577,0.07483721727210417,0.026767330130404943,0.1662705556645383,0.21989528795811517,0.009259259259259259,0.42150831624515833,0.01920407218880148,0.0,0.015503875968992248,0.8518518518518519,0.20000000000000004,0.4666666666666667,0.6153846153846154,0.6153846153846154,0.2,0.019522215459525257,0.43725055432372506,0.3848597141344626,0.646030080447709,0.3704345088161209
HT,0.17441860465116277,0.2033898305084745,0.25569176882662,0.16857798165137614,0.19838523644752018,0.13559322033898305,,,,,0.34505342985177523,,,,,,0.4674469641550841,0.4674469641550841,0.36986512005612393,0.5588235294117647,,0.3333333333333333,0.16666666666666666,,0.4620253164556962,,0,1,,0.020833333333333332,0.6813559322033899,0.5833333333333334,0.09392265193370165,,,,,0.22611036339165544,,0.27672955974842767,0.13120567375886527,1,0,0,0,0,1,0,0,0,1,0,0.4425087108013937,0.47245017584994137,0.6530214424951267,,,0.25063163682680506,,,,0.7602961591855623,0.7,,0.2222222222222222,0.14285714285714288,0.3333333333333333,0.23076923076923075,0.23076923076923075,0.7142857142857143,0.1580442280381416,,,,
TD,0.11627906976744186,0.13559322033898302,0.2031523642732049,0.1341743119266055,0.16089965397923875,0.15254237288135594,0.11056105610561055,0.09782608695652176,0.30851063829787234,0.03317176151703503,0.34505342985177523,0.12488393686165274,0.0003097893432465923,0.14946737683089215,0.02347240099946998,0.2555690562980964,0.5652628278817013,0.5652628278817013,0.45775918727132264,0.4117647058823529,0.2269938650306749,0.19047619047619047,0.2222222222222222,0.585775995063252,0.16772151898734178,,1,0,0.5942028985507246,0.010416666666666666,0.6237288135593221,0.5234375,0.09392265193370165,0.9164741641337385,0.03672248803827751,0.35113350125944576,0.10696517412935323,0.08075370121130551,0.06772521062864549,0.17976939203354297,0.08333333333333333,1,0,0,0,0,1,0,0,0,1,0,0.5121951219512195,0.5603751465416178,0.7504873294346979,0.01546435915010281,0.27522306108442,0.23403338835316945,0.06544502617801047,0.0457516339869281,0.37457279562542717,0.17052290606200832,0.5,0.16279069767441862,0.5740740740740741,0.1142857142857143,0.3333333333333333,0.3076923076923077,0.3076923076923077,0.6571428571428571,0.10762832217488334,0.34589800443458973,0.4647961884595023,0.22385449457852397,0.08957808564231738
MT,0.18604651162790695,0.23728813559322032,0.3607705779334501,0.23738532110091742,0.2964244521337947,0.1694915254237288,0.11386138613861384,0.07971014492753624,0.5571808510638298,0.0009002681702424072,0.4398483281627025,0.24396471680594242,0.14312267657992564,0.35086551264980026,0.0241538578026804,0.4353989469420818,0.29022763457980116,0.29022763457980116,0.25624009472320625,0.4117647058823529,0.2208588957055215,0.42857142857142855,0.2222222222222222,0.7443690219068188,0.3670886075949367,,0,1,0.6086956521739131,0.014136904761904762,0.6983050847457627,0.6354166666666666,0.22099447513812154,0.8572644376899695,0.035167464114832535,0.4589420654911838,0.2960199004975124,0.23418573351278602,0.25032404406999353,0.31865828092243187,0.2730496453900709,1,0,0,0,0,1,0,0,0,1,0,0.5121951219512195,0.5603751465416178,0.7017543859649122,0.01156614119259767,0.2230610844200412,0.23678407340166396,0.23298429319371727,0.17538126361655773,0.343358395989975,0.8896344285053216,0.7,0.23255813953488372,0.3888888888888889,0.2142857142857143,0.4,0.28846153846153844,0.28846153846153844,0.7714285714285715,0.18911036721444513,0.4394678492239467,0.46320804658549497,0.34942287513116477,0.13806675062972293
HT,0.18604651162790695,0.2033898305084745,0.29947460595446584,0.19724770642201836,0.279123414071511,0.1016949152542373,0.16006600660066006,0.043478260869565216,0.6090425531914894,0.006998609335156814,0.4570837642192347,0.2776230269266481,0.34944237918215615,0.4104527296937417,0.04225032179904596,0.3195625759416768,0.4674469641550841,0.4674469641550841,0.467979427645183,0.17647058823529413,0.25766871165644173,0.42857142857142855,0.2222222222222222,0.845726627584079,0.3987341772151899,,0,1,0.5990338164251208,0.014136904761904762,0.6644067796610169,0.5625,0.1298342541436464,0.7133130699088145,0.047488038277511954,0.47556675062972276,0.30265339966832505,0.18707940780619112,0.3903110823071938,0.3972746331236897,0.15780141843971632,1,0,0,0,0,1,0,0,0,1,0,0.4076655052264808,0.44314185228604924,0.6042884990253411,0.023003769705277583,0.11118737131091283,0.11610687830341655,0.1701570680628272,0.13562091503267973,0.3830029619503304,0.9266543267006015,0.7,0.3488372093023256,0.18518518518518517,0.14285714285714288,0.2833333333333333,0.19230769230769232,0.19230769230769232,0.6571428571428571,0.35078109149928993,0.5277161862527716,0.5510852302805718,0.341727876880028,0.16105163727959698
TD,0.15116279069767438,0.22033898305084743,0.3345008756567426,0.2717889908256881,0.2675893886966551,0.23728813559322035,0.10726072607260725,0.12681159420289856,0.5811170212765957,0.02082604997665758,0.4183040330920372,0.3317084493964717,0.006195786864931847,0.2739680426098535,0.034754296963731356,0.4459295261239368,0.575916040762818,0.758957607538369,0.46676514166016986,0.5882352941176471,0.43558282208588955,0.42857142857142855,0.13333333333333333,0.6902190681888307,0.33544303797468356,,0,1,0.8260869565217391,0.006696428571428571,0.8440677966101695,0.453125,0.26243093922651933,0.8576291793313069,0.04772727272727272,0.5198992443324937,0.35945273631840796,0.10901749663526245,0.13512637718729748,0.3448637316561845,0.15070921985815602,0,1,0,0,0,0,1,0,0,1,0,0.8452961672473868,0.515240328253224,0.919103313840156,0.022275531185743658,0.5682910089224433,0.40028826234686393,0.13089005235602094,0.12908496732026145,0.5495557074504444,0.9044423877834336,0.7,0.3643410852713178,0.5185185185185185,0.14285714285714288,0.2,0.36538461538461536,0.36538461538461536,0.7142857142857143,0.1393791844187462,0.5432372505543238,0.5230280571731074,0.46554739419377406,0.21568010075566751
HT,0.18604651162790695,0.2711864406779661,0.3957968476357268,0.2603211009174312,0.35986159169550175,0.06779661016949153,0.18646864686468645,0.04710144927536233,0.6449468085106383,0.0373829482588695,0.5130989314029645,0.3231197771587744,0.42688971499380424,0.5346205059920106,0.03589005830241538,0.3110571081409477,0.4343919481371239,0.4343919481371239,0.4231513388329405,0.19117647058823528,0.3128834355828221,0.42857142857142855,0.2222222222222222,0.8645479790188213,0.5411392405063291,,1,0,0.6473429951690821,0.025297619047619048,0.7152542372881356,0.578125,0.14917127071823205,0.7423708206686931,0.04270334928229665,0.4599496221662466,0.28441127694859036,0.4468371467025572,0.4873622812702528,0.6593291404612159,0.22872340425531917,1,0,0,0,1,0,0,0,0,1,0,0.44947735191637633,0.36107854630715125,0.6627680311890838,0.017649074708704592,0.11461908030199039,0.10303243992291293,0.1675392670157068,0.13344226579520696,0.4588744588744589,0.07172605275335493,0.7,0.2868217054263566,0.14814814814814814,0.17142857142857143,0.23333333333333334,0.2692307692307693,0.2692307692307693,0.7714285714285715,0.6092665855143031,0.5574279379157429,0.6029645314981471,0.5159146554739419,0.21174433249370278
HT,0.4186046511627906,0.4406779661016949,0.6059544658493871,0.39793577981651373,0.5040369088811996,0.06779661016949153,0.15676567656765675,0.03623188405797102,0.4002659574468085,0.025402646462367656,0.6083247156153051,0.14647168059424326,0.13475836431226765,0.30825565912117175,0.01597637616415537,0.2397731875253139,0.33577176298463784,0.33577176298463784,0.2955718342615239,0.19117647058823528,0.2638036809815951,0.42857142857142855,0.2222222222222222,0.7240049367479173,0.3037974683544304,,1,0,0.4927536231884058,0.017857142857142856,0.34576271186440677,0.296875,0.17955801104972377,0.7060182370820669,0.020933014354066984,0.40806045340050384,0.20107794361525705,0.5168236877523553,0.20981853532080363,0.6593291404612159,0.43262411347517726,1,0,0,0,0,0,0,1,0,1,0,0.16376306620209058,0.12075029308323564,0.30214424951267055,0.005097669636737489,0.06520247083047358,0.058286520998193585,0.14397905759162305,0.08061002178649238,0.3194349510138984,0.07913003239241093,0.5,0.15503875968992248,0.07407407407407407,0.2571428571428572,0.2,0.2692307692307693,0.2692307692307693,0.7142857142857143,0.7464495840941368,0.40842572062084265,0.4796188459502381,0.28996152500874434,0.1204345088161209
HT,0.19767441860465115,0.2033898305084745,0.10245183887915937,0.06823394495412843,0.09169550173010381,0.1016949152542373,0.18646864686468645,0.09057971014492755,0.3696808510638298,0.0013379694317211556,0.2890382626680455,0.1202414113277623,0.14622057001239158,0.23834886817576564,0.04467327932157189,0.2559740785743216,0.4766998161292236,0.4766998161292236,0.4638360869530773,0.19117647058823528,0.32515337423312884,0.42857142857142855,0.2222222222222222,0.6814254859611231,0.2468354430379747,,1,0,0.5169082125603864,0.08482142857142858,0.3559322033898305,0.3098958333333333,0.07734806629834254,0.7627963525835866,0.05322966507177033,0.44282115869017624,0.1558872305140962,0.3553162853297443,0.17968243681140636,0.6069182389937107,0.037234042553191495,1,0,0,0,1,0,0,0,0,1,0,0.38745644599303136,0.30890973036342323,0.5760233918128655,0.031399931459904044,0.06314344543582705,0.13673056689252147,0.18062827225130887,0.07788671023965142,0.4069264069264069,0.08283202221193892,0.4,0.17054263565891473,0.14814814814814814,0.17142857142857143,0.23333333333333334,0.2692307692307693,0.3076923076923077,0.6571428571428571,0.4926303509839724,0.5445676274944569,0.6056114346214928,0.2931094788387548,0.14326196473551636
HT,0.23255813953488366,0.3220338983050847,0.3169877408056042,0.20871559633027523,0.2502883506343714,0.06779661016949153,0.21287128712871287,0.05434782608695653,0.613031914893617,0.022565986593957976,0.4183040330920372,0.25603528319405755,0.2949194547707559,0.47769640479360853,0.03346710077988945,0.3134872417982989,0.38118415519932736,0.38118415519932736,0.3110544770229182,0.19117647058823528,0.34969325153374237,0.42857142857142855,0.2222222222222222,0.8077753779697623,0.4778481012658228,,1,0,0.5893719806763285,0.03273809523809524,0.5796610169491525,0.5182291666666666,0.11878453038674033,0.8018237082066869,0.04330143540669856,0.44836272040302255,0.25165837479270314,0.44952893674293404,0.3776733635774465,0.6593291404612159,0.19680851063829788,1,0,0,0,1,0,0,0,0,1,0,0.44947735191637633,0.36107854630715125,0.6530214424951267,0.017392049348869086,0.09265614275909403,0.1573574387943522,0.2094240837696335,0.12636165577342048,0.4360902255639098,0.07542804257288292,0.6,0.24031007751937986,0.14814814814814814,0.20000000000000004,0.2,0.3076923076923077,0.3076923076923077,0.7714285714285715,0.4973524041387705,0.58980044345898,0.6537850714663843,0.45120671563483733,0.2054471032745592
MT,0.15116279069767438,0.13559322033898302,0.29071803852889666,0.1915137614678899,0.23298731257208766,0.23728813559322035,0.066006600660066,0.09420289855072465,0.6303191489361702,0.11707817117281048,0.39675973802137193,0.4231662024141133,0.18029739776951673,0.5492676431424767,0.05936245930188536,0.5467800729040098,0.8913157069704253,0.8913157069704253,0.7132651966178306,0.6323529411764706,0.343558282208589,0.2857142857142857,0.18888888888888888,0.8270595495217524,0.5727848101265823,,1,0,0.6135265700483091,0.014136904761904762,0.8305084745762712,0.765625,0.11049723756906077,0.7900303951367782,0.07117224880382775,0.5128463476070528,0.35572139303482586,0.180349932705249,0.35239792611795207,0.3448637316561845,0.08333333333333333,0,1,0,0,0,0,0,1,0,1,0,0.8850174216027874,0.4138335287221571,0.6530214424951267,0.03684030157642221,0.3816060398078243,0.3135875147557069,0.3036649214659685,0.28703703703703703,0.3709273182957394,0.24433132808884775,0.9,0.6124031007751938,0.7407407407407407,0.14285714285714288,0.5666666666666667,0.03846153846153847,0.03846153846153847,0.8857142857142857,0.1681882734834652,0.4842572062084259,0.4600317628374801,0.440713536201469,0.19301007556675062
MT,0.13953488372093023,0.1694915254237288,0.29071803852889666,0.1915137614678899,0.2502883506343714,0.2033898305084746,0.066006600660066,0.07608695652173914,0.5199468085106383,0.0014069674861077605,0.42692175112030334,0.2467502321262767,0.031288723667905825,0.3575233022636485,0.030665556144468843,0.4487646820575132,0.5027413479739666,0.5027413479739666,0.4521749322216877,0.7058823529411765,0.25766871165644173,0.19047619047619047,0.2222222222222222,0.7397408207343412,0.3670886075949367,,0,1,0.5410628019323671,0.014136904761904762,0.7050847457627119,0.6484375,0.143646408839779,0.8763525835866262,0.04377990430622009,0.47455919395466,0.3167495854063018,0.180349932705249,0.19539857420609202,0.3972746331236897,0.14361702127659573,1,0,0,0,0,1,0,0,0,1,0,0.5421602787456447,0.5920281359906213,0.7923976608187134,0.017092186429061,0.30542210020590255,0.3259877451064812,0.24869109947643975,0.18627450980392157,0.26908179539758487,0.8144377602961592,0.7,0.2713178294573643,0.6666666666666666,0.14285714285714288,0.5,0.21153846153846156,0.21153846153846156,0.8285714285714286,0.18860316494217894,0.4199556541019956,0.4235044997353096,0.35117173837005944,0.14798488664987405
