accuracy	aimTime	alpha1	alpha2	alpha3	backwardSpeed	base_capture_points	base_defense_points	base_xp	battles	bigImage	big_image	caliber	class	damage	damage_blocked	damage_received	direct_hits	distance_traveled	dpm1	dpm2	dpm3	forwardSpeed	frags	gunDepression	gunElevation	hit_rate	hp	image	intraClipReload	isPrem	life_time	maxAmmo	name	nation	pen1	pen2	pen3	pen_rate	penetrations	player_winrate	player_wn8	potentialDamage	potential_damage_received	power	reload	shell1	shell2	shell3	shellVelocity1	shellVelocity2	shellVelocity3	shots_fired	sniper_damage	specificPower	spots	spotting_assist	survival	tank_id	tier	tracking_assist	traverseSpeed	turretTraverseDispersion	turretTraverseSpeed	vehicleMovementDispersion	vehicleRotationDispersion	viewRange	weight	winrate	winrate_differential	wn8	wnx
0.34	2.3	300	300	360	20	0.46	0.27	582	1550	http://api.worldoftanks.asia/static/2.76.4/wot/encyclopedia/vehicle/germany-G119_Panzer58.png	http://api.worldoftanks.eu/static/2.76.4/wot/encyclopedia/vehicle/germany-G119_Panzer58.png	90	MT	1476	132	1173	6.81	1533	2250	2250	2700	55	0.95	10	25	68.32	1350	http://api.worldoftanks.eu/static/2.76.4/wot/encyclopedia/vehicle/contour/germany-G119_Panzer58.png		True	294	48	Pz. 58	Germany	212	259	90	76.13	5.18	52.3	1792	14400	1325	700	8	ARMOR_PIERCING	ARMOR_PIERCING_CR	HIGH_EXPLOSIVE	1150	1478	1150	9.96	539	20.100502512562816	1.12	413	28.52	63761	8	53	45	0.1	36	0.18	0.18	390	34825	52.06	-0.24	2142	1847
0.34	2.3	300	300	360	20	0.56	0.28	522	73850	http://api.worldoftanks.asia/static/2.76.4/wot/encyclopedia/vehicle/germany-G119_Pz58_Mutz.png	http://api.worldoftanks.eu/static/2.76.4/wot/encyclopedia/vehicle/germany-G119_Pz58_Mutz.png	90	MT	1205	125	1184	5.78	1494	2250	2250	2700	55	0.76	10	25	66	1350	http://api.worldoftanks.eu/static/2.76.4/wot/encyclopedia/vehicle/contour/germany-G119_Pz58_Mutz.png		True	290	48	Pz. 58 Mutz	Germany	212	259	90	73.79	4.26	50.15	1409	14400	1338	700	8	ARMOR_PIERCING	ARMOR_PIERCING_CR	HIGH_EXPLOSIVE	1150	1478	1150	8.75	433	20.100502512562816	1	369	26	64273	8	49	45	0.1	36	0.18	0.18	390	34825	50.49	0.34	1591	1423
0.388571428571429	1.14285714285714	52	52	62	10	1.12	0.36	431	13150	http://api.worldoftanks.asia/static/2.76.4/wot/encyclopedia/vehicle/germany-G35_B-1bis_captured.png	http://api.worldoftanks.eu/static/2.76.4/wot/encyclopedia/vehicle/germany-G35_B-1bis_captured.png	47	HT	517	342	586	14.31	892	1436.8421052631588	1436.8421052631588	1713.1578947368432	30	0.84	10	20	75.04	610	http://api.worldoftanks.eu/static/2.76.4/wot/encyclopedia/vehicle/contour/germany-G35_B-1bis_captured.png		True	214	195	Pz. B2	Germany	55	90	24	70.07	10.02	49.29	1201	10140	941	340	2.17142857142857	ARMOR_PIERCING	ARMOR_PIERCING_CR	HIGH_EXPLOSIVE	660	825	700	19.06	38	11.683848797250858	1.15	109	22.64	52241	4	12	45	0.06	44	0.23	0.23	330	29100	50.06	0.77	1239	1574
0.51	1.5	11	11		15	3.31	1.87	273	425	http://api.worldoftanks.asia/static/2.76.4/wot/encyclopedia/vehicle/germany-G53_PzI.png	http://api.worldoftanks.eu/static/2.76.4/wot/encyclopedia/vehicle/germany-G53_PzI.png	20	LT	373	26	284	57.05	1062	1353.846153846154	1353.846153846154		40	1.02	10	20	60.65	320	http://api.worldoftanks.eu/static/2.76.4/wot/encyclopedia/vehicle/contour/germany-G53_PzI.png	0.25	False	211	552	Pz. I	Germany	30	47		57.77	32.96	48.96	1388	6072	306	100	3.1	ARMOR_PIERCING	ARMOR_PIERCING_CR		830	1038		94.06	8	17.63668430335097	1.15	27	28	12817	2	10	38	0.08	24	0.26	0.26	320	5670	50.35	1.39	1926	2276
0.45	1.4	8	8		22	0.81	0.44	242	14089	http://api.worldoftanks.asia/static/2.76.4/wot/encyclopedia/vehicle/germany-G63_PzI_ausf_C.png	http://api.worldoftanks.eu/static/2.76.4/wot/encyclopedia/vehicle/germany-G63_PzI_ausf_C.png	7.92	LT	233	46	389	50.89	1498	1324.1379310344828	1324.1379310344828		79	0.49	10	20	54.29	410	http://api.worldoftanks.eu/static/2.76.4/wot/encyclopedia/vehicle/contour/germany-G63_PzI_ausf_C.png	0.16666666666666666	False	169	1120	Pz. I C	Germany	33	43		50.53	25.71	48.72	1082	8960	406	180	8	ARMOR_PIERCING	ARMOR_PIERCING_CR		1170	1170		93.74	4	23.076923076923077	2.62	130	16.55	12561	3	9	48	0.08	44	0.24	0.24	340	7800	49.36	0.64	1044	953
0.4	1.7	40	40	50	15	3.09	1.14	306	12354	http://api.worldoftanks.asia/static/2.76.4/wot/encyclopedia/vehicle/germany-G06_PzII.png	http://api.worldoftanks.eu/static/2.76.4/wot/encyclopedia/vehicle/germany-G06_PzII.png	37	LT	458	135	291	52.24	1111	1090.9090909090908	1090.9090909090908	1363.6363636363635	40	1.26	10	20	60.53	340	http://api.worldoftanks.eu/static/2.76.4/wot/encyclopedia/vehicle/contour/germany-G06_PzII.png		False	220	200	Pz. II	Germany	49	72	18	67.24	35.13	48.42	1102	8000	425	180	2.2	ARMOR_PIERCING	ARMOR_PIERCING_CR	HIGH_EXPLOSIVE	750	938	750	86.31	14	19.672131147540984	1.18	32	32.08	2065	2	8	52	0.12	44	0.28	0.28	320	9150	50.8	2.38	2371	2863
0.57	1.4	11	11		20	2.34	1.1	471	1108	http://api.worldoftanks.asia/static/2.76.4/wot/encyclopedia/vehicle/germany-G108_PzKpfwII_AusfD.png	http://api.worldoftanks.eu/static/2.76.4/wot/encyclopedia/vehicle/germany-G108_PzKpfwII_AusfD.png	20	LT	420	82	360	60.05	1199	1076.9230769230771	1076.9230769230771		55	1.12	10	20	67.49	420	http://api.worldoftanks.eu/static/2.76.4/wot/encyclopedia/vehicle/contour/germany-G108_PzKpfwII_AusfD.png	0.21428571428571427	True	228	360	Pz. II D	Germany	23	46		61.58	36.98	52.39	1649	3960	438	140	4.2	ARMOR_PIERCING	ARMOR_PIERCING_CR		780	975		88.97	6	12.962962962962964	1.24	35	31.41	60433	2	8	45	0.08	44	0.22	0.22	320	10800	50.99	-1.4	2449	2752
0.5	2.3	30	30	40	20	1.2	0.63	256	11582	http://api.worldoftanks.asia/static/2.76.4/wot/encyclopedia/vehicle/germany-G82_Pz_II_AusfG.png	http://api.worldoftanks.eu/static/2.76.4/wot/encyclopedia/vehicle/germany-G82_Pz_II_AusfG.png	30	LT	355	35	386	20.44	1153	890.721649484536	890.721649484536	1187.6288659793813	65	0.66	8	16	52.81	430	http://api.worldoftanks.eu/static/2.76.4/wot/encyclopedia/vehicle/contour/germany-G82_Pz_II_AusfG.png	0.16666666666666666	False	200	320	Pz. II G	Germany	95	110	15	75.14	15.36	48.87	1028	9600	407	220	15	ARMOR_PIERCING	ARMOR_PIERCING_CR	HIGH_EXPLOSIVE	940	960	940	38.71	10	21.010409702989207	1.25	84	22.97	13073	3	9	55	0.2	42	0.22	0.22	330	10471	50	1.13	1510	1527
0.57	1.4	11	11		12	3.73	1.04	621	2794	http://api.worldoftanks.asia/static/2.76.4/wot/encyclopedia/vehicle/germany-G36_PzII_J.png	http://api.worldoftanks.eu/static/2.76.4/wot/encyclopedia/vehicle/germany-G36_PzII_J.png	20	LT	574	686	379	93.88	938	1571.428571428571	1571.428571428571		31	1.41	10	20	67.29	465	http://api.worldoftanks.eu/static/2.76.4/wot/encyclopedia/vehicle/contour/germany-G36_PzII_J.png	0.13333333333333333	True	237	700	Pz. II J	Germany	23	46		53.05	49.8	52.12	1431	7700	1062	160	3	ARMOR_PIERCING	ARMOR_PIERCING_CR		780	975		139.52	8	9.070294784580499	1.09	102	40.69	51729	3	21	32	0.08	40	0.2	0.2	320	17640	59.99	7.87	1860	2912
0.42	2.1	70	70	90	20	1.25	0.54	236	44057	http://api.worldoftanks.asia/static/2.76.4/wot/encyclopedia/vehicle/germany-G102_Pz_III.png	http://api.worldoftanks.eu/static/2.76.4/wot/encyclopedia/vehicle/germany-G102_Pz_III.png	50	LT	384	79	394	7.61	1101	1680	1680	2160	68	0.8	10	20	59.28	430	http://api.worldoftanks.eu/static/2.76.4/wot/encyclopedia/vehicle/contour/germany-G102_Pz_III.png		False	202	135	Pz. III E	Germany	60	96	25	72	5.48	47.48	998	9450	461	480	2.5	ARMOR_PIERCING	ARMOR_PIERCING_CR	HIGH_EXPLOSIVE	685	856	685	12.84	45	29.12621359223301	1.27	70	22.55	4881	3	17	55	0.16	35	0.26	0.26	330	16480	50.27	2.79	1297	1713
0.36	2.1	70	70	90	20	0.99	0.44	273	110526	http://api.worldoftanks.asia/static/2.76.4/wot/encyclopedia/vehicle/germany-G10_PzIII_AusfJ.png	http://api.worldoftanks.eu/static/2.76.4/wot/encyclopedia/vehicle/germany-G10_PzIII_AusfJ.png	50	MT	455	100	520	8.69	1195	1909.0909090909088	1909.0909090909088	2454.5454545454545	64	0.77	10	20	62.14	570	http://api.worldoftanks.eu/static/2.76.4/wot/encyclopedia/vehicle/contour/germany-G10_PzIII_AusfJ.png		False	219	140	Pz. III J	Germany	96	130	25	76.39	6.64	48.36	1031	9800	615	510	2.2	ARMOR_PIERCING	ARMOR_PIERCING_CR	HIGH_EXPLOSIVE	835	1044	835	13.98	75	26.073619631901842	1.32	129	21.42	4369	4	15	64	0.12	44	0.2	0.2	340	19560	50.04	1.68	1470	1527
0.4	2.3	110	110	175	12	1.25	0.45	384	3294	http://api.worldoftanks.asia/static/2.76.4/wot/encyclopedia/vehicle/germany-G107_PzKpfwIII_AusfK.png	http://api.worldoftanks.eu/static/2.76.4/wot/encyclopedia/vehicle/germany-G107_PzKpfwIII_AusfK.png	75	MT	519	60	680	6.79	1115	1650	1650	2625	40	0.71	10	20	60.81	790	http://api.worldoftanks.eu/static/2.76.4/wot/encyclopedia/vehicle/contour/germany-G107_PzKpfwIII_AusfK.png		True	265	48	Pz. III K	Germany	103	139	38	73.02	4.96	50.42	1317	5280	710	300	4	ARMOR_PIERCING	ARMOR_PIERCING_CR	HIGH_EXPLOSIVE	740	925	740	11.17	148	13.186813186813186	0.92	196	26.9	61457	5	22	38	0.16	32	0.36	0.36	350	22750	50.76	0.34	1312	1271
0.39	2.3	110	110	175	18	0.93	0.35	317	10722	http://api.worldoftanks.asia/static/2.76.4/wot/encyclopedia/vehicle/germany-G28_PzIII_IV.png	http://api.worldoftanks.eu/static/2.76.4/wot/encyclopedia/vehicle/germany-G28_PzIII_IV.png	75	MT	495	126	562	6.3	1292	1650	1650	2625	55	0.68	10	20	59.42	630	http://api.worldoftanks.eu/static/2.76.4/wot/encyclopedia/vehicle/contour/germany-G28_PzIII_IV.png		False	247	105	Pz. III/IV	Germany	110	158	38	73.35	4.62	49.55	1087	11550	678	585	4	ARMOR_PIERCING	ARMOR_PIERCING_CR	HIGH_EXPLOSIVE	790	988	790	10.6	122	23.56970185334408	1.14	188	22.2	6417	5	21	36	0.14	53	0.2	0.2	350	24820	49.61	0.06	1316	1345
0.5	1.9	110	110	175	18	1.08	0.48	238	1857	http://api.worldoftanks.asia/static/2.76.4/wot/encyclopedia/vehicle/germany-G83_Pz_IV_AusfA.png	http://api.worldoftanks.eu/static/2.76.4/wot/encyclopedia/vehicle/germany-G83_Pz_IV_AusfA.png	75	MT	426	14	431	7.86	925	1650	1650	2625	42	0.88	10	20	57.67	480	http://api.worldoftanks.eu/static/2.76.4/wot/encyclopedia/vehicle/contour/germany-G83_Pz_IV_AusfA.png		False	223	215	Pz. IV A	Germany	43	87	38	71	5.58	51.7	1193	23650	426	350	4	ARMOR_PIERCING	HOLLOW_CHARGE	HIGH_EXPLOSIVE	385	308	385	13.63	66	19.455252918287936	0.75	51	24.66	17169	3	19	40	0.16	44	0.29	0.29	330	17990	49.81	-1.89	1513	1689
0.4	2.5	110	110	175	18	0.96	0.34	267	4103	http://api.worldoftanks.asia/static/2.76.4/wot/encyclopedia/vehicle/germany-G80_Pz_IV_AusfD.png	http://api.worldoftanks.eu/static/2.76.4/wot/encyclopedia/vehicle/germany-G80_Pz_IV_AusfD.png	75	MT	469	24	490	6.08	1063	1650	1650	2625	42	0.76	10	20	59.29	540	http://api.worldoftanks.eu/static/2.76.4/wot/encyclopedia/vehicle/contour/germany-G80_Pz_IV_AusfD.png		False	230	115	Pz. IV D	Germany	103	139	38	77.9	4.73	49.67	1167	12650	511	440	4	ARMOR_PIERCING	ARMOR_PIERCING_CR	HIGH_EXPLOSIVE	740	925	740	10.25	104	21.529578705289428	0.99	113	22.59	17425	4	20	40	0.16	44	0.29	0.29	340	20437	48.94	-0.73	1486	1609
0.39	2.3	110	110	175	15	0.94	0.22	312	54800	http://api.worldoftanks.asia/static/2.76.4/wot/encyclopedia/vehicle/germany-G170_PzKpfwIV_Ausf_F2.png	http://api.worldoftanks.eu/static/2.76.4/wot/encyclopedia/vehicle/germany-G170_PzKpfwIV_Ausf_F2.png	75	MT	386	38	643	5.21	1001	1650	1650	2625	40	0.49	10	20	58.6	720	http://api.worldoftanks.eu/static/2.76.4/wot/encyclopedia/vehicle/contour/germany-G170_PzKpfwIV_Ausf_F2.png		True	246	50	Pz. IV F2	Germany	110	158	38	70.4	3.67	48.05	843	5500	653	300	4	ARMOR_PIERCING	ARMOR_PIERCING_CR	HIGH_EXPLOSIVE	740	925	740	8.89	101	12.84796573875803	0.73	150	20.8	27921	5	19	38	0.16	35	0.2	0.2	360	23350	47.43	-0.62	744	756
0.55	2.3	350	350	410	18	0.98	0.2	293	108510	http://api.worldoftanks.asia/static/2.76.4/wot/encyclopedia/vehicle/germany-G81_Pz_IV_AusfH.png	http://api.worldoftanks.eu/static/2.76.4/wot/encyclopedia/vehicle/germany-G81_Pz_IV_AusfH.png	105	MT	461	59	631	4.72	1105	2625	2625	3075	40	0.65	10	20	59.15	700	http://api.worldoftanks.eu/static/2.76.4/wot/encyclopedia/vehicle/contour/germany-G81_Pz_IV_AusfH.png		False	239	70	Pz. IV H	Germany	64	104	53	61.23	2.89	47.97	958	24500	669	480	8	ARMOR_PIERCING	HOLLOW_CHARGE	HIGH_EXPLOSIVE	470	376	470	7.98	88	18.87534408179316	0.86	151	20.48	18193	5	28	43	0.16	44	0.2	0.2	350	25430	49.03	1.06	1119	1061
0.37	2.1	110	110	175	18	0.8	0.44	443	3093	http://api.worldoftanks.asia/static/2.76.4/wot/encyclopedia/vehicle/germany-G81_Pz_IV_AusfH_GuP.png	http://api.worldoftanks.eu/static/2.76.4/wot/encyclopedia/vehicle/germany-G81_Pz_IV_AusfH_GuP.png	75	MT	676	60	603	8.46	1270	1833.3333333333335	1833.3333333333335	2916.666666666667	40	0.95	10	20	64.81	700	http://api.worldoftanks.eu/static/2.76.4/wot/encyclopedia/vehicle/contour/germany-G81_Pz_IV_AusfH_GuP.png		True	256	105	Pz. IV H Ankou	Germany	110	158	38	76.14	6.44	50.1	1332	11550	644	480	3.6	ARMOR_PIERCING	ARMOR_PIERCING_CR	HIGH_EXPLOSIVE	790	988	790	13.05	177	19.393939393939394	1.13	200	24.51	45585	5	28	43	0.12	44	0.2	0.2	350	24750	51.44	1.34	1446	1834
0.32	2.3	135	135	175	18	0.93	0.32	404	52403	http://api.worldoftanks.asia/static/2.76.4/wot/encyclopedia/vehicle/germany-G77_PzIV_Schmalturm.png	http://api.worldoftanks.eu/static/2.76.4/wot/encyclopedia/vehicle/germany-G77_PzIV_Schmalturm.png	75	MT	700	163	713	7.16	1062	1928.5714285714284	1928.5714285714284	2500	48	0.69	8	20	64.9	820	http://api.worldoftanks.eu/static/2.76.4/wot/encyclopedia/vehicle/contour/germany-G77_PzIV_Schmalturm.png		True	271	60	Pz. IV S.	Germany	150	194	38	75.81	5.42	48.61	1120	8100	875	300	4.2	ARMOR_PIERCING	ARMOR_PIERCING_CR	HIGH_EXPLOSIVE	925	1156	925	11.03	240	10.130001688333614	0.66	185	24.82	57361	6	25	36	0.11	24	0.15	0.15	370	29615	48.43	-0.18	1191	1061
0.39	2.3	110	110	175	20	0.93	0.32	334	10054	http://api.worldoftanks.asia/static/2.76.4/wot/encyclopedia/vehicle/germany-G70_PzIV_Hydro.png	http://api.worldoftanks.eu/static/2.76.4/wot/encyclopedia/vehicle/germany-G70_PzIV_Hydro.png	75	MT	448	51	644	5.86	1076	1534.8837209302326	1534.8837209302326	2441.860465116279	48	0.59	10	20	59.06	720	http://api.worldoftanks.eu/static/2.76.4/wot/encyclopedia/vehicle/contour/germany-G70_PzIV_Hydro.png		True	250	105	Pz. IV hydr.	Germany	110	158	38	72.45	4.24	48.15	918	11550	673	300	4.3	ARMOR_PIERCING	ARMOR_PIERCING_CR	HIGH_EXPLOSIVE	790	988	790	9.91	113	12.642225031605562	0.77	144	21.45	55057	5	20	40	0.16	44	0.18	0.18	330	23730	48.25	0.1	884	879
0.37	2.5	110	110	175	10	1.2	0.26	460	5982	http://api.worldoftanks.asia/static/2.76.4/wot/encyclopedia/vehicle/germany-G163_Pz_Kpfw_KW_Ir_mit_75mm_kwk40.png	http://api.worldoftanks.eu/static/2.76.4/wot/encyclopedia/vehicle/germany-G163_Pz_Kpfw_KW_Ir_mit_75mm_kwk40.png	75	HT	702	424	774	9.17	972	1701.0309278350517	1701.0309278350517	2706.185567010309	34	0.84	10	20	71.47	850	http://api.worldoftanks.eu/static/2.76.4/wot/encyclopedia/vehicle/contour/germany-G163_Pz_Kpfw_KW_Ir_mit_75mm_kwk40.png		True	261	105	Pz. KW I	Germany	115	162	38	72.77	6.67	49.63	1267	11550	1161	500	3.88	ARMOR_PIERCING	ARMOR_PIERCING_CR	HIGH_EXPLOSIVE	790	988	790	12.83	89	9.852216748768473	0.84	160	25.38	59153	5	28	20	0.12	24	0.25	0.25	330	50750	51.45	1.82	1166	1375
0.41	2	40	40	45	15	2.25	0.53	311	632	http://api.worldoftanks.asia/static/2.76.4/wot/encyclopedia/vehicle/germany-G161_Pz_Kpfw_M15_38_t.png	http://api.worldoftanks.eu/static/2.76.4/wot/encyclopedia/vehicle/germany-G161_Pz_Kpfw_M15_38_t.png	37	LT	292	93	427	11.22	948	1000	1000	1125	40	0.57	10	20	67.25	470	http://api.worldoftanks.eu/static/2.76.4/wot/encyclopedia/vehicle/contour/germany-G161_Pz_Kpfw_M15_38_t.png		True	215	180	Pz. M 15	Germany	42	74	18	64.8	7.27	48.2	1154	7200	509	250	2.4	ARMOR_PIERCING	ARMOR_PIERCING_CR	HIGH_EXPLOSIVE	750	938	750	16.69	30	16.21796951021732	1.03	79	23.26	43537	3	11	42	0.12	30	0.22	0.22	330	15415	50	1.8	1103	1079
0.388571428571429	1.14285714285714	52	52	62	12	1.75	0.87	474	41639	http://api.worldoftanks.asia/static/2.76.4/wot/encyclopedia/vehicle/germany-G34_S35_captured.png	http://api.worldoftanks.eu/static/2.76.4/wot/encyclopedia/vehicle/germany-G34_S35_captured.png	47	MT	574	157	411	14.5	971	1436.8421052631588	1436.8421052631588	1713.1578947368432	37	1.17	10	20	70.4	465	http://api.worldoftanks.eu/static/2.76.4/wot/encyclopedia/vehicle/contour/germany-G34_S35_captured.png		True	241	195	Pz. S35	Germany	55	90	24	77.84	11.29	51.51	1301	10140	566	220	2.17142857142857	ARMOR_PIERCING	ARMOR_PIERCING_CR	HIGH_EXPLOSIVE	660	825	700	20.6	68	11.578947368421053	0.88	67	31.89	51985	3	12	40	0.06	41	0.23	0.23	330	19000	52.22	0.71	1715	2016
0.41142857142857	1.71428571428571	40	40	45	20	1.07	0.61	331	1242	http://api.worldoftanks.asia/static/2.76.4/wot/encyclopedia/vehicle/germany-G50_T-15.png	http://api.worldoftanks.eu/static/2.76.4/wot/encyclopedia/vehicle/germany-G50_T-15.png	37	LT	303	53	415	11.05	1316	1049.999999999998	1049.999999999998	1181.2499999999977	60	0.64	10	20	66.91	465	http://api.worldoftanks.eu/static/2.76.4/wot/encyclopedia/vehicle/contour/germany-G50_T-15.png		True	206	135	Pz. T 15	Germany	42	74	18	67.24	7.43	48.99	1077	5400	440	274	2.28571428571429	ARMOR_PIERCING	ARMOR_PIERCING_CR	HIGH_EXPLOSIVE	750	938	750	16.51	32	26.7578125	2.02	122	24.32	54801	3	8	46	0.12	44	0.2	0.2	350	10240	49.11	0.12	1275	1362
0.41	2.5	110	110	175	20	0.85	0.3	395	15373	http://api.worldoftanks.asia/static/2.76.4/wot/encyclopedia/vehicle/germany-G46_T-25.png	http://api.worldoftanks.eu/static/2.76.4/wot/encyclopedia/vehicle/germany-G46_T-25.png	75	MT	509	103	718	6.36	1278	1539.9999999999984	1539.9999999999984	2449.9999999999977	60	0.68	10	20	61.31	800	http://api.worldoftanks.eu/static/2.76.4/wot/encyclopedia/vehicle/contour/germany-G46_T-25.png		True	252	70	Pz. T 25	Germany	116	167	38	75.65	4.81	48.67	998	7700	794	450	4.28571428571429	ARMOR_PIERCING	ARMOR_PIERCING_CR	HIGH_EXPLOSIVE	810	1013	810	10.38	118	22.959183673469386	1.06	180	22.82	54545	5	21	30	0.16	22	0.25	0.25	320	19600	50.64	1.97	1250	1153
0.37	2	110	110	175	20	0.77	0.6	609	16394	http://api.worldoftanks.asia/static/2.76.4/wot/encyclopedia/vehicle/germany-G32_PzV_PzIV.png	http://api.worldoftanks.eu/static/2.76.4/wot/encyclopedia/vehicle/germany-G32_PzV_PzIV.png	75	MT	941	237	605	10.6	1477	1736.842105263158	1736.842105263158	2763.157894736842	55	1.4	10	20	69.06	680	http://api.worldoftanks.eu/static/2.76.4/wot/encyclopedia/vehicle/contour/germany-G32_PzV_PzIV.png		True	260	150	Pz. V/IV	Germany	110	158	38	80.94	8.58	52.11	1475	16500	815	700	3.8	ARMOR_PIERCING	ARMOR_PIERCING_CR	HIGH_EXPLOSIVE	790	988	790	15.35	256	17.348203221809168	1.75	263	29.83	51473	5	34	38	0.08	44	0.12	0.16	365	40350	58.75	6.64	1534	2441
0.35	1.7	60	60	75	8	2.37	1.66	225	2503	http://api.worldoftanks.asia/static/2.76.4/wot/encyclopedia/vehicle/germany-G21_PanzerJager_I.png	http://api.worldoftanks.eu/static/2.76.4/wot/encyclopedia/vehicle/germany-G21_PanzerJager_I.png	47	TD	465	15	180	9.84	782	1440	1440	1800	40	1.26	8	10	59.87	240	http://api.worldoftanks.eu/static/2.76.4/wot/encyclopedia/vehicle/contour/germany-G21_PanzerJager_I.png		False	265	170	Pz.Jäg. I	Germany	62	115	24	84.41	8.3	48.95	1098	10200	196	100	2.5	ARMOR_PIERCING	ARMOR_PIERCING_CR	HIGH_EXPLOSIVE	775	969	775	16.44	181	16.420361247947454	0.33	13	36.04	3601	2	11	36	0.08	26	0.32	0.32	300	6090	52.02	3.07	1986	3400
0.33	2.3	560	560	700	15	0.88	0.1	535	185112	http://api.worldoftanks.asia/static/2.76.4/wot/encyclopedia/vehicle/germany-G134_PzKpfw_VII.png	http://api.worldoftanks.eu/static/2.76.4/wot/encyclopedia/vehicle/germany-G134_PzKpfw_VII.png	128	HT	1822	1650	2333	5.73	1113	2100	2100	2625	33	0.62	7	17	79.27	2500	http://api.worldoftanks.eu/static/2.76.4/wot/encyclopedia/vehicle/contour/germany-G134_PzKpfw_VII.png		False	303	40	Pz.Kpfw. VII	Germany	276	325	65	60.43	3.46	49.14	1150	22400	3979	1350	16	ARMOR_PIERCING	ARMOR_PIERCING_CR	HIGH_EXPLOSIVE	1100	1350	1100	7.22	238	11.275369581558506	0.68	352	28.7	19473	10	56	24	0.08	18	0.2	0.2	400	119730	48.04	-1.1	1200	1086
0.39	2	70	70	90	20	0.89	0.52	264	17278	http://api.worldoftanks.asia/static/2.76.4/wot/encyclopedia/vehicle/germany-G151_Pz_Sfl_IC.png	http://api.worldoftanks.eu/static/2.76.4/wot/encyclopedia/vehicle/germany-G151_Pz_Sfl_IC.png	50	TD	315	8	346	6.24	961	900	900	1157.142857142857	54	0.48	10	20	59.09	415	http://api.worldoftanks.eu/static/2.76.4/wot/encyclopedia/vehicle/contour/germany-G151_Pz_Sfl_IC.png	2	True	270	75	Pz.Sfl. IC	Germany	100	130	25	74.93	4.68	48.7	1043	5250	358	160	10	ARMOR_PIERCING	ARMOR_PIERCING_CR	HIGH_EXPLOSIVE	835	1044	835	10.56	113	15.518913676042677	0.49	86	25.85	46097	4	12	44	0.08	28	0.28	0.28	320	10310	45.79	-2.91	820	769
0.72	5.5	410			10	0.12	0.3	192	8052	http://api.worldoftanks.asia/static/2.76.4/wot/encyclopedia/vehicle/germany-G95_Pz_Sfl_IVb.png	http://api.worldoftanks.eu/static/2.76.4/wot/encyclopedia/vehicle/germany-G95_Pz_Sfl_IVb.png	105	SPG	387	3	189	2.61	313	1587.0967741935485			35	0.7	10	40	27.63	305	http://api.worldoftanks.eu/static/2.76.4/wot/encyclopedia/vehicle/contour/germany-G95_Pz_Sfl_IVb.png		False	319	105	Pz.Sfl. IVb	Germany	26			8.48	0.22	47.98	877	43050	183	180	15.5	HIGH_EXPLOSIVE			410			9.46	333	10.112359550561798	0.05	12	40.1	15633	4	42	22	0.46	10	0.38	0.38	255	17800	50.04	2.06	1170	1224
0.32	2.1	240	240	295	20	0.8	0.37	281	13132	http://api.worldoftanks.asia/static/2.76.4/wot/encyclopedia/vehicle/germany-G76_Pz_Sfl_IVc.png	http://api.worldoftanks.eu/static/2.76.4/wot/encyclopedia/vehicle/germany-G76_Pz_Sfl_IVc.png	88	TD	608	0	366	3.7	979	1920	1920	2360	60	0.8	5	90	54.04	460	http://api.worldoftanks.eu/static/2.76.4/wot/encyclopedia/vehicle/contour/germany-G76_Pz_Sfl_IVc.png		False	291	60	Pz.Sfl. IVc	Germany	194	237	44	82.02	3.03	49.2	1107	14400	357	400	7.5	ARMOR_PIERCING	ARMOR_PIERCING_CR	HIGH_EXPLOSIVE	1000	1250	1000	6.84	376	15.527950310559007	0.34	80	28.69	16145	5	23	48	0.14	26	0.24	0.24	340	25760	49.33	0.13	1317	1353
0.4	1.2	30	30	40	20	0.82	0.41	224	4427	http://api.worldoftanks.asia/static/2.76.4/wot/encyclopedia/vehicle/czech-Cz29_Pzw_39.png	http://api.worldoftanks.eu/static/2.76.4/wot/encyclopedia/vehicle/czech-Cz29_Pzw_39.png	24	LT	193	24	399	11.38	853	1125	1125	1500	45	0.35	10	25	62.7	445	http://api.worldoftanks.eu/static/2.76.4/wot/encyclopedia/vehicle/contour/czech-Cz29_Pzw_39.png		True	201	360	Pzw. 39	Czech	45	60	30	56.26	6.4	47.05	820	10800	410	110	1.6	ARMOR_PIERCING	ARMOR_PIERCING	HIGH_EXPLOSIVE	700	900	600	18.15	27	14.765100671140939	0.82	63	19.77	5745	3	7	40	0.12	40	0.18	0.18	330	7450	45.58	-1.47	815	519
0.46	2.3	45	45	55	8	4.03	1.05	246	1646	http://api.worldoftanks.asia/static/2.76.4/wot/encyclopedia/vehicle/japan-J01_NC27.png	http://api.worldoftanks.eu/static/2.76.4/wot/encyclopedia/vehicle/japan-J01_NC27.png	37	LT	417	95	184	48.05	925	900	900	1100	23	1.47	22	20	54.67	240	http://api.worldoftanks.eu/static/2.76.4/wot/encyclopedia/vehicle/contour/japan-J01_NC27.png		False	291	275	R. Otsu	Japan	42	65	18	76.4	36.71	49.38	1490	12375	288	100	3	ARMOR_PIERCING	ARMOR_PIERCING	HIGH_EXPLOSIVE	700	700	580	87.89	29	11.99184554502938	0.83	24	39.25	609	1	7	40	0.14	24	0.36	0.36	280	8339	53.77	4.39	2880	3216
