accuracy	aimTime	alpha1	alpha2	alpha3	backwardSpeed	bigImage	caliber	class	dpm1	dpm2	dpm3	forwardSpeed	gunDepression	gunElevation	hp	image	intraClipReload	isPrem	maxAmmo	name	nation	pen1	pen2	pen3	potentialDamage	power	reload	shell1	shell2	shell3	shellVelocity1	shellVelocity2	shellVelocity3	specificPower	tank_id	tier	traverseSpeed	turretTraverseDispersion	turretTraverseSpeed	vehicleMovementDispersion	vehicleRotationDispersion	viewRange	weight
0.35	2	250	250	330	23	http://api.worldoftanks.asia/static/2.76.4/wot/encyclopedia/vehicle/ussr-R122_T44_100.png	100	MT	2000	2000	2640	52	7	23	1350	http://api.worldoftanks.asia/static/2.76.4/wot/encyclopedia/vehicle/contour/ussr-R122_T44_100.png		True	56	T-44-100	USSR	190	247	50	14000	760	7.5	ARMOR_PIERCING	ARMOR_PIERCING_CR	HIGH_EXPLOSIVE	880	1100	880	22.87434161023326	61953	8	51	0.11	48	0.12	0.12	380	33225
0.34	1.7	150	150	190	15	http://api.worldoftanks.asia/static/2.76.4/wot/encyclopedia/vehicle/japan-J37_Type_3_Ho_Ni_III.png	75	TD	2000	2000	2533.3333333333335	40	5	25	500	http://api.worldoftanks.asia/static/2.76.4/wot/encyclopedia/vehicle/contour/japan-J37_Type_3_Ho_Ni_III.png		False	45	Ho-Ni III	Japan	150	194	40	6750	270	4.5	ARMOR_PIERCING	ARMOR_PIERCING	HIGH_EXPLOSIVE	900	1000	900	16.294508147254074	7009	5	34	0.1	44	0.2	0.2	320	16570
0.36	2.5	300	300	400	23	http://api.worldoftanks.asia/static/2.76.4/wot/encyclopedia/vehicle/france-F117_Alt_Proto_AMX_30.png	100	MT	2000	2000	2666.666666666667	65	11	15	1250	http://api.worldoftanks.asia/static/2.76.4/wot/encyclopedia/vehicle/contour/france-F117_Alt_Proto_AMX_30.png		True	50	A.P. AMX 30	France	232	263	50	15000	680	9	ARMOR_PIERCING	ARMOR_PIERCING_CR	HIGH_EXPLOSIVE	1000	1250	1000	24.526600541027953	32065	8	40	0.12	42	0.16	0.16	380	27725
0.38	2.3	350	350	500	12	http://api.worldoftanks.asia/static/2.76.4/wot/encyclopedia/vehicle/uk-GB131_Crusher.png	114	HT	2000	2000	2857.1428571428573	24	10	20	1400	http://api.worldoftanks.asia/static/2.76.4/wot/encyclopedia/vehicle/contour/uk-GB131_Crusher.png		True	50	Crusher	UK	215	252	57	17500	800	10.5	ARMOR_PIERCING	ARMOR_PIERCING_CR	HIGH_EXPLOSIVE	850	1050	850	11.157601115760112	62289	8	24	0.1	23	0.16	0.16	360	71700
0.38	1.8	150	150	185	25	http://api.worldoftanks.asia/static/2.76.4/wot/encyclopedia/vehicle/usa-A99_T92_LT.png	76	LT	2000	2000	2466.666666666667	60	10	20	1000	http://api.worldoftanks.asia/static/2.76.4/wot/encyclopedia/vehicle/contour/usa-A99_T92_LT.png		True	60	T92	USA	189	230	38	9000	600	4.5	ARMOR_PIERCING_CR	HOLLOW_CHARGE	HIGH_EXPLOSIVE	1219	975	975	35.90234561991383	57889	8	55	0.05	50	0.08	0.08	400	16712
0.35	2	300	300	400	15	http://api.worldoftanks.asia/static/2.76.4/wot/encyclopedia/vehicle/japan-J38_Type_95_Ji_Ro.png	105	TD	2000	2000	2666.666666666667	40	5	30	650	http://api.worldoftanks.asia/static/2.76.4/wot/encyclopedia/vehicle/contour/japan-J38_Type_95_Ji_Ro.png		False	40	Ji-Ro	Japan	175	220	45	12000	450	9	ARMOR_PIERCING	ARMOR_PIERCING	HIGH_EXPLOSIVE	850	900	850	13.957816377171216	7265	6	40	0.12	40	0.2	0.2	340	32240
0.32	2.5	300	300	400	18	http://api.worldoftanks.asia/static/2.76.4/wot/encyclopedia/vehicle/italy-It33_Prototipo_6.png	105	MT	2000	2000	2666.666666666667	50	9	20	1300	http://api.worldoftanks.asia/static/2.76.4/wot/encyclopedia/vehicle/contour/italy-It33_Prototipo_6.png	2.5	True	50	Prototipo 6	Italy	226	272	53	15000	600	9	ARMOR_PIERCING	ARMOR_PIERCING_CR	HIGH_EXPLOSIVE	1030	1320	940	20.18502943650126	53409	8	42	0.14	35	0.18	0.18	380	29725
0.38	2	250	250	330	23	http://api.worldoftanks.asia/static/2.76.4/wot/encyclopedia/vehicle/china-Ch17_WZ131_1_WZ132.png	100	LT	2000	2000	2640	64	5	20	1250	http://api.worldoftanks.asia/static/2.76.4/wot/encyclopedia/vehicle/contour/china-Ch17_WZ131_1_WZ132.png		False	43	WZ-132	China	189	225	50	10750	700	7.5	ARMOR_PIERCING	ARMOR_PIERCING_CR	HIGH_EXPLOSIVE	920	1150	920	29.121770603652703	3889	8	56	0.08	48	0.1	0.1	380	24037
0.44	3	400	400	515	12	http://api.worldoftanks.asia/static/2.76.4/wot/encyclopedia/vehicle/italy-It30_CC_mod_64_Prem.png	120	TD	2000	2000	2575	30	10	20	1300	http://api.worldoftanks.asia/static/2.76.4/wot/encyclopedia/vehicle/contour/italy-It30_CC_mod_64_Prem.png	6	True	50	Vipera	Italy	220	264	120	20000	600	36	ARMOR_PIERCING	ARMOR_PIERCING_CR	HIGH_EXPLOSIVE	975	1150	902	11.779487984922255	50337	8	18	0.1	18	0.25	0.1	360	50936
0.36	2.3	320	320	420	20	http://api.worldoftanks.asia/static/2.76.4/wot/encyclopedia/vehicle/poland-Pl19_CS_52_LIS.png	105	MT	2000	2000	2625	50	7	17	1300	http://api.worldoftanks.asia/static/2.76.4/wot/encyclopedia/vehicle/contour/poland-Pl19_CS_52_LIS.png		True	35	CS-52 LIS	Poland	208	252	53	11200	720	9.6	ARMOR_PIERCING	ARMOR_PIERCING_CR	HIGH_EXPLOSIVE	980	1569	822	19.834710743801654	51089	8	40	0.08	43	0.14	0.14	380	36300
0.36	2.1	150	150	190	18	http://api.worldoftanks.asia/static/2.76.4/wot/encyclopedia/vehicle/uk-GB95_Ekins_Firefly_M4A4.png	76.2	MT	2000	2000	2533.3333333333335	40.2	6	20	840	http://api.worldoftanks.asia/static/2.76.4/wot/encyclopedia/vehicle/contour/uk-GB95_Ekins_Firefly_M4A4.png		True	77	Firefly VC	UK	171	239	38	11550	425	4.5	ARMOR_PIERCING	ARMOR_PIERCING_CR	HIGH_EXPLOSIVE	884	1105	884	12.898330804248863	57169	6	43	0.1	46	0.18	0.18	370	32950
0.7	4.8	450			14	http://api.worldoftanks.asia/static/2.76.4/wot/encyclopedia/vehicle/uk-GB77_FV304.png	114.3	SPG	2000			72.4	1.5	45	315	http://api.worldoftanks.asia/static/2.76.4/wot/encyclopedia/vehicle/contour/uk-GB77_FV304.png		False	75	FV304	UK	28			33750	500	13.5	HIGH_EXPLOSIVE			270			24.50620006861736	11857	6	22	0.42	20	0.38	0.38	255	20403
0.37	2.3	300	300	360	14	http://api.worldoftanks.asia/static/2.76.4/wot/encyclopedia/vehicle/japan-J29_Nameless.png	88	HT	2000	2000	2400	50	8	15	1600	http://api.worldoftanks.asia/static/2.76.4/wot/encyclopedia/vehicle/contour/japan-J29_Nameless.png		True	68	Nameless	Japan	220	260	44	20400	570	9	ARMOR_PIERCING	ARMOR_PIERCING_CR	HIGH_EXPLOSIVE	900	1100	900	16.91394658753709	52577	8	26	0.1	26	0.18	0.18	370	33700
0.36	2	160	160	280	20	http://api.worldoftanks.asia/static/2.76.4/wot/encyclopedia/vehicle/china-Ch20_Type58.png	85	MT	2000	2000	3500	55	5	22	950	http://api.worldoftanks.asia/static/2.76.4/wot/encyclopedia/vehicle/contour/china-Ch20_Type58.png		False	60	Type 58	China	144	172	43	9600	580	4.8	ARMOR_PIERCING	ARMOR_PIERCING_CR	HIGH_EXPLOSIVE	792	990	792	17.984496124031008	5169	6	46	0.12	48	0.22	0.22	370	32250
0.4	2.7	490	490	640	14	http://api.worldoftanks.asia/static/2.76.4/wot/encyclopedia/vehicle/czech-Cz35_T56_G.png	130	HT	2000	2000	2612.2448979591836	30	5	20	1850	http://api.worldoftanks.asia/static/2.76.4/wot/encyclopedia/vehicle/contour/czech-Cz35_T56_G.png		True	40	TT-130M	Czech	244	306	65	19600	600	14.7	ARMOR_PIERCING	ARMOR_PIERCING_CR	HIGH_EXPLOSIVE	980	1180	980	10.968921389396709	60785	9	25	0.15	25	0.25	0.25	380	54700
0.4	2.1	70	70	90	13	http://api.worldoftanks.asia/static/2.76.4/wot/encyclopedia/vehicle/japan-J21_Type_91.png	47	HT	1999.9999999999998	1999.9999999999998	2571.428571428571	25	12	20	445	http://api.worldoftanks.asia/static/2.76.4/wot/encyclopedia/vehicle/contour/japan-J21_Type_91.png		False	265	Type 91	Japan	81	122	25	18550	250	2.1	ARMOR_PIERCING	ARMOR_PIERCING	HIGH_EXPLOSIVE	810	810	810	12.596996875944775	4705	3	32	0.12	30	0.2	0.2	330	19846
0.4	2.1	280	280	390	14	http://api.worldoftanks.asia/static/2.76.4/wot/encyclopedia/vehicle/poland-Pl32_SDP_Wz_44.png	100	TD	1999.9999999999998	1999.9999999999998	2785.7142857142853	50	7	15	700	http://api.worldoftanks.asia/static/2.76.4/wot/encyclopedia/vehicle/contour/poland-Pl32_SDP_Wz_44.png		False	44	Burza	Poland	182	220	53	12320	520	8.4	ARMOR_PIERCING	ARMOR_PIERCING_CR	HIGH_EXPLOSIVE	966	1030	846	14.974802015838733	6545	6	30	0.1	44	0.25	0.25	320	34725
0.35	1.5	70	70	90	22	http://api.worldoftanks.asia/static/2.76.4/wot/encyclopedia/vehicle/germany-G26_VK1602.png	50	LT	1999.9999999999998	1999.9999999999998	2571.428571428571	60	10	20	650	http://api.worldoftanks.asia/static/2.76.4/wot/encyclopedia/vehicle/contour/germany-G26_VK1602.png		False	75	Leopard	Germany	116	140	25	5250	550	2.1	ARMOR_PIERCING	ARMOR_PIERCING_CR	HIGH_EXPLOSIVE	835	1044	835	25.28735632183908	5393	5	36	0.08	40	0.16	0.16	360	21750
0.33	1.9	280	280	370	30	http://api.worldoftanks.asia/static/2.76.4/wot/encyclopedia/vehicle/uk-GB125_Saladin.png	90	MT	1999.9999999999998	1999.9999999999998	2642.8571428571427	65	8	20	1450	http://api.worldoftanks.asia/static/2.76.4/wot/encyclopedia/vehicle/contour/uk-GB125_Saladin.png		False	50	Saladin	UK	221	255	45	14000	310	8.4	ARMOR_PIERCING	ARMOR_PIERCING_CR	HIGH_EXPLOSIVE	1100	1330	980	24.37681843202013	19793	8	30	0.06	50	0.1	0.1	380	12717
0.45	2.3	40	40	50	20	http://api.worldoftanks.asia/static/2.76.4/wot/encyclopedia/vehicle/ussr-R22_T-46.png	37	LT	1996.0861056751469	1996.0861056751469	2495.1076320939337	58	8	16	445	http://api.worldoftanks.asia/static/2.76.4/wot/encyclopedia/vehicle/contour/ussr-R22_T-46.png	0.35294117647058826	False	210	T-46	USSR	46	62	19	8400	350	4.6	ARMOR_PIERCING	ARMOR_PIERCING_CR	HIGH_EXPLOSIVE	900	1125	900	23.85821404226312	3073	3	55	0.14	44	0.25	0.25	310	14670
0.43	3	630	630	900	12	http://api.worldoftanks.asia/static/2.76.4/wot/encyclopedia/vehicle/usa-A168_XM_57.png	155	TD	1989.4736842105262	1989.4736842105262	2842.1052631578946	24	7	15	1300	http://api.worldoftanks.asia/static/2.76.4/wot/encyclopedia/vehicle/contour/usa-A168_XM_57.png		True	30	XM57	USA	270	315	90	18900	810	19	ARMOR_PIERCING	ARMOR_PIERCING_CR	HIGH_EXPLOSIVE	900	1100	900	13.5678391959799	42017	8	22	0.08	22	0.26	0.26	370	59700
0.38	2.7	420	420	550	16	http://api.worldoftanks.asia/static/2.76.4/wot/encyclopedia/vehicle/poland-Pl13_53TP_Markowskiego.png	122	HT	1984.2519685039372	1984.2519685039372	2598.425196850394	40	8	20	1600	http://api.worldoftanks.asia/static/2.76.4/wot/encyclopedia/vehicle/contour/poland-Pl13_53TP_Markowskiego.png		False	34	53TP	Poland	218	245	61	14280	800	12.7	ARMOR_PIERCING	ARMOR_PIERCING_CR	HIGH_EXPLOSIVE	950	1150	800	14.015171423065468	2961	8	32	0.1	30	0.18	0.18	370	57081
0.38	2.4	390	390	530	20	http://api.worldoftanks.asia/static/2.76.4/wot/encyclopedia/vehicle/china-Ch05_T34_2.png	122	MT	1983.050847457627	1983.050847457627	2694.915254237288	56	5	15	1550	http://api.worldoftanks.asia/static/2.76.4/wot/encyclopedia/vehicle/contour/china-Ch05_T34_2.png		False	40	T-34-2	China	212	280	61	15600	630	11.8	ARMOR_PIERCING	HOLLOW_CHARGE	HIGH_EXPLOSIVE	900	900	900	18.579686209744015	1585	8	56	0.12	46	0.16	0.16	380	33908
0.34	1.8	240	240	320	23	http://api.worldoftanks.asia/static/2.76.4/wot/encyclopedia/vehicle/france-F68_AMX_Chasseur_de_char_46.png	90	MT	1972.6027397260277	1972.6027397260277	2630.13698630137	57	10	20	1400	http://api.worldoftanks.asia/static/2.76.4/wot/encyclopedia/vehicle/contour/france-F68_AMX_Chasseur_de_char_46.png		True	90	AMX CDC	France	212	259	45	21600	1200	7.3	ARMOR_PIERCING	ARMOR_PIERCING_CR	HIGH_EXPLOSIVE	1000	1250	1000	35.581912527798366	63553	8	40	0.1	38	0.16	0.16	390	33725
0.434285714285714	2.28571428571429	75	75		14	http://api.worldoftanks.asia/static/2.76.4/wot/encyclopedia/vehicle/ussr-R33_Churchill_LL.png	57	HT	1968.7499999999964	1968.7499999999964		28	6	12	920	http://api.worldoftanks.asia/static/2.76.4/wot/encyclopedia/vehicle/contour/ussr-R33_Churchill_LL.png		True	170	Churchill III	USSR	110	180		12750	374	2.28571428571429	ARMOR_PIERCING	ARMOR_PIERCING_CR		892	1115		9.47795235681703	51713	5	20	0.08	34.13	0.19	0.19	350	39460
0.43	2.29	75	75		14	http://api.worldoftanks.asia/static/2.76.4/wot/encyclopedia/vehicle/usa-A62_Ram-II.png	57	MT	1965.0655021834061	1965.0655021834061		38	7.5	20	800	http://api.worldoftanks.asia/static/2.76.4/wot/encyclopedia/vehicle/contour/usa-A62_Ram-II.png		True	110	Ram II	USA	105	170		8250	440	2.29	ARMOR_PIERCING	ARMOR_PIERCING_CR		821	1026		16.400164001640018	51745	5	37	0.08	38	0.25	0.25	330	26829
0.37	2.5	360	360	440	23	http://api.worldoftanks.asia/static/2.76.4/wot/encyclopedia/vehicle/italy-It12_Prototipo_Standard_B.png	105	MT	1963.6363636363635	1963.6363636363635	2400	65	10	20	1750	http://api.worldoftanks.asia/static/2.76.4/wot/encyclopedia/vehicle/contour/italy-It12_Prototipo_Standard_B.png	3	False	60	Standard B	Italy	268	330	105	21600	690	11	ARMOR_PIERCING_CR	HOLLOW_CHARGE	HIGH_EXPLOSIVE	1450	925	732	20.18724400234055	2465	9	54	0.14	32	0.18	0.18	390	34180
0.35	2.5	360	360	440	18	http://api.worldoftanks.asia/static/2.76.4/wot/encyclopedia/vehicle/italy-It34_Toro.png	105	HT	1963.6363636363635	1963.6363636363635	2400	45	8	20	1700	http://api.worldoftanks.asia/static/2.76.4/wot/encyclopedia/vehicle/contour/italy-It34_Toro.png	3	True	60	Toro	Italy	248	315	105	21600	800	11	ARMOR_PIERCING_CR	HOLLOW_CHARGE	HIGH_EXPLOSIVE	1290	970	900	15.473887814313347	53153	9	35	0.12	30	0.25	0.25	390	51700
0.36	2.2	360	360	440	12	http://api.worldoftanks.asia/static/2.76.4/wot/encyclopedia/vehicle/uk-GB139_FV226_Contradictious.png	105	HT	1963.6363636363635	1963.6363636363635	2400	36	10	15	1500	http://api.worldoftanks.asia/static/2.76.4/wot/encyclopedia/vehicle/contour/uk-GB139_FV226_Contradictious.png		True	80	Contradictious	UK	225	255	53	28800	1050	11	ARMOR_PIERCING	ARMOR_PIERCING_CR	HIGH_EXPLOSIVE	1000	1250	900	15.059160989602008	63825	8	25	0.12	30	0.2	0.2	370	69725
0.37	2.3	180	180	300	23	http://api.worldoftanks.asia/static/2.76.4/wot/encyclopedia/vehicle/china-Ch02_Type62.png	85	LT	1963.6363636363635	1963.6363636363635	3272.7272727272725	60	5	20	880	http://api.worldoftanks.asia/static/2.76.4/wot/encyclopedia/vehicle/contour/china-Ch02_Type62.png		True	47	Type 62	China	145	220	43	8460	430	5.5	ARMOR_PIERCING	HOLLOW_CHARGE	HIGH_EXPLOSIVE	793	793	793	20.72289156626506	305	7	54	0.1	48	0.14	0.14	390	20750
0.35	1.8	180	180	280	23	http://api.worldoftanks.asia/static/2.76.4/wot/encyclopedia/vehicle/uk-GB101_FV1066_Senlac.png	83.4	LT	1963.6363636363635	1963.6363636363635	3054.5454545454545	65	10	14	1050	http://api.worldoftanks.asia/static/2.76.4/wot/encyclopedia/vehicle/contour/uk-GB101_FV1066_Senlac.png		True	45	Senlac	UK	189	223	90	8100	710	5.5	ARMOR_PIERCING	ARMOR_PIERCING_CR	HIGH_EXPLOSIVE	1020	1275	1020	35.633626097867	58449	8	45	0.1	46	0.12	0.12	410	19925
0.34	2.3	180	180	300	14	http://api.worldoftanks.asia/static/2.76.4/wot/encyclopedia/vehicle/ussr-R02_SU-85.png	85	TD	1963.6363636363635	1963.6363636363635	3272.7272727272725	55	6	25	500	http://api.worldoftanks.asia/static/2.76.4/wot/encyclopedia/vehicle/contour/ussr-R02_SU-85.png		False	46	SU-85	USSR	144	194	44	8280	540	5.5	ARMOR_PIERCING	ARMOR_PIERCING_CR	HIGH_EXPLOSIVE	950	1188	950	18.46153846153846	257	5	38	0.08	44	0.23	0.23	280	29250
0.38	3.2	360	360	460	16	http://api.worldoftanks.asia/static/2.76.4/wot/encyclopedia/vehicle/sweden-S18_EMIL_1951_E1.png	105	HT	1963.6363636363635	1963.6363636363635	2509.090909090909	50	12	15	1550	http://api.worldoftanks.asia/static/2.76.4/wot/encyclopedia/vehicle/contour/sweden-S18_EMIL_1951_E1.png	3	False	57	Emil I	Sweden	217	242	53	20520	380	27	ARMOR_PIERCING_CR	ARMOR_PIERCING_CR	HIGH_EXPLOSIVE	1080	1350	900	13.321647677475898	1921	8	26	0.16	20	0.26	0.26	360	28525
0.38	2.3	490	490	630	15	http://api.worldoftanks.asia/static/2.76.4/wot/encyclopedia/vehicle/germany-G110_Typ_205.png	128	HT	1960	1960	2520	20	8	25	2400	http://api.worldoftanks.asia/static/2.76.4/wot/encyclopedia/vehicle/contour/germany-G110_Typ_205.png		False	50	Mäuschen	Germany	246	311	65	24500	1850	15	ARMOR_PIERCING	ARMOR_PIERCING_CR	HIGH_EXPLOSIVE	920	1150	920	10.906089724694924	18705	9	15	0.1	15	0.2	0.2	400	169630
0.4	2.4	300	300	400	20	http://api.worldoftanks.asia/static/2.76.4/wot/encyclopedia/vehicle/france-F84_Somua_SM.png	100	HT	1956.5217869801463	1956.5217869801463	2608.6957159735284	37	10	15	1450	http://api.worldoftanks.asia/static/2.76.4/wot/encyclopedia/vehicle/contour/france-F84_Somua_SM.png	2.2499997187500353	True	60	Somua SM	France	232	263	50	18000	700	37	ARMOR_PIERCING	ARMOR_PIERCING_CR	HIGH_EXPLOSIVE	1000	1250	1000	12.567324955116696	62273	8	32	0.14	26	0.2	0.2	370	55700
0.4	2.1	75	75	95	12	http://api.worldoftanks.asia/static/2.76.4/wot/encyclopedia/vehicle/japan-J26_Type_89.png	57	MT	1956.521739130435	1956.521739130435	2478.2608695652175	25	15	20	400	http://api.worldoftanks.asia/static/2.76.4/wot/encyclopedia/vehicle/contour/japan-J26_Type_89.png		False	200	I-Go/Chi-Ro	Japan	30	55	28	15000	120	2.3	ARMOR_PIERCING	HOLLOW_CHARGE	HIGH_EXPLOSIVE	355	355	355	9.335615372646647	5985	2	38	0.08	36	0.28	0.28	320	12854
0.32	1.7	75	75	100	10	http://api.worldoftanks.asia/static/2.76.4/wot/encyclopedia/vehicle/uk-GB73_AT2.png	57	TD	1956.521739130435	1956.521739130435	2608.6956521739135	20	7	13	650	http://api.worldoftanks.asia/static/2.76.4/wot/encyclopedia/vehicle/contour/uk-GB73_AT2.png		False	115	AT 2	UK	125	180	30	8625	425	2.3	ARMOR_PIERCING	ARMOR_PIERCING_CR	HIGH_EXPLOSIVE	892	1115	892	10.429447852760736	8785	5	26	0.08	26	0.34	0.34	330	40750
0.32	1.7	150	150	190	10	http://api.worldoftanks.asia/static/2.76.4/wot/encyclopedia/vehicle/uk-GB74_AT8.png	76.2	TD	1956.521739130435	1956.521739130435	2478.2608695652175	20	5	18	900	http://api.worldoftanks.asia/static/2.76.4/wot/encyclopedia/vehicle/contour/uk-GB74_AT8.png		False	70	AT 8	UK	171	239	38	10500	450	4.6	ARMOR_PIERCING	ARMOR_PIERCING_CR	HIGH_EXPLOSIVE	884	1105	884	10.948638719252573	9553	6	28	0.12	26	0.32	0.32	330	41101
0.41	2.3	75	75	100	10	http://api.worldoftanks.asia/static/2.76.4/wot/encyclopedia/vehicle/uk-GB68_Matilda_Black_Prince.png	57	MT	1956.521739130435	1956.521739130435	2608.6956521739135	22	12.5	20	800	http://api.worldoftanks.asia/static/2.76.4/wot/encyclopedia/vehicle/contour/uk-GB68_Matilda_Black_Prince.png		True	65	Matilda BP	UK	110	180	30	4875	190	2.3	ARMOR_PIERCING	ARMOR_PIERCING_CR	HIGH_EXPLOSIVE	892	1115	892	6.377765096841328	53585	5	35	0.08	34	0.18	0.18	350	29791
0.38	2.2	420	420	560	14	http://api.worldoftanks.asia/static/2.76.4/wot/encyclopedia/vehicle/poland-Pl31_SDP_Wz_57D.png	122	TD	1953.4883720930234	1953.4883720930234	2604.651162790698	50	7	15	900	http://api.worldoftanks.asia/static/2.76.4/wot/encyclopedia/vehicle/contour/poland-Pl31_SDP_Wz_57D.png		False	40	Gowika	Poland	202	245	68	16800	680	12.9	ARMOR_PIERCING	ARMOR_PIERCING_CR	HIGH_EXPLOSIVE	1007	1259	1007	15.551743853630645	7569	7	32	0.1	26	0.25	0.25	340	43725
0.36	2.3	420	420	530	15	http://api.worldoftanks.asia/static/2.76.4/wot/encyclopedia/vehicle/france-F81_Char_de_65t.png	120	HT	1953.4883720930234	1953.4883720930234	2465.1162790697676	35	8	13	1700	http://api.worldoftanks.asia/static/2.76.4/wot/encyclopedia/vehicle/contour/france-F81_Char_de_65t.png		False	40	AMX 65 t	France	225	252	65	16800	1200	12.9	ARMOR_PIERCING	ARMOR_PIERCING_CR	HIGH_EXPLOSIVE	1067	1334	1067	18.547140649149924	16449	8	30	0.12	26	0.18	0.18	380	64700
0.36	2	140	140	190	14	http://api.worldoftanks.asia/static/2.76.4/wot/encyclopedia/vehicle/uk-GB136_Churchill_BPXIV.png	75	HT	1953.4883720930231	1953.4883720930231	2651.1627906976746	25	8	20	1200	http://api.worldoftanks.asia/static/2.76.4/wot/encyclopedia/vehicle/contour/uk-GB136_Churchill_BPXIV.png		True	84	Crocodile	UK	148	208	38	11760	380	4.3	ARMOR_PIERCING	ARMOR_PIERCING_CR	HIGH_EXPLOSIVE	785	981	785	9.393849500642737	62801	6	24	0.14	30	0.16	0.16	360	40452
0.36	2	140	140	190	14	http://api.worldoftanks.asia/static/2.76.4/wot/encyclopedia/vehicle/uk-GB09_Churchill_VII.png	76.2	HT	1953.4883720930231	1953.4883720930231	2651.1627906976746	25	8	20	1200	http://api.worldoftanks.asia/static/2.76.4/wot/encyclopedia/vehicle/contour/uk-GB09_Churchill_VII.png		False	84	Churchill VII	UK	148	208	38	11760	380	4.3	ARMOR_PIERCING	ARMOR_PIERCING_CR	HIGH_EXPLOSIVE	785	981	785	9.393849500642737	4689	6	24	0.14	30	0.16	0.16	360	40452
0.36	2	140	140	190	14	http://api.worldoftanks.asia/static/2.76.4/wot/encyclopedia/vehicle/uk-GB150_Churchill_VII_A.png	75	HT	1953.4883720930231	1953.4883720930231	2651.1627906976746	25	8	20	1200	http://api.worldoftanks.asia/static/2.76.4/wot/encyclopedia/vehicle/contour/uk-GB150_Churchill_VII_A.png		True	84	Chur Gloriana	UK	148	208	38	11760	380	4.3	ARMOR_PIERCING	ARMOR_PIERCING_CR	HIGH_EXPLOSIVE	785	981	785	9.393849500642737	23633	6	24	0.14	30	0.16	0.16	360	40452
0.38	2.5	240	240	320	23	http://api.worldoftanks.asia/static/2.76.4/wot/encyclopedia/vehicle/france-F17_AMX_13_90.png	90	LT	1952.5423728813557	1952.5423728813557	2603.3898305084745	68	6	12	1400	http://api.worldoftanks.asia/static/2.76.4/wot/encyclopedia/vehicle/contour/france-F17_AMX_13_90.png	2.5	False	40	AMX 13 90	France	205	248	45	9600	470	22	ARMOR_PIERCING_CR	ARMOR_PIERCING_CR	HIGH_EXPLOSIVE	1163	1320	930	32.20280918122645	4929	9	40	0.12	46	0.12	0.12	380	14595
0.46	3	390	390	530	15	http://api.worldoftanks.asia/static/2.76.4/wot/encyclopedia/vehicle/ussr-R115_IS-3_auto_S.png	122	HT	1950	1950	2650	40	5	19	1550	http://api.worldoftanks.asia/static/2.76.4/wot/encyclopedia/vehicle/contour/ussr-R115_IS-3_auto_S.png	3	True	28	เพเรกริน	USSR	221	270	61	10920	520	12	ARMOR_PIERCING_CR	HOLLOW_CHARGE	HIGH_EXPLOSIVE	1400	820	790	10.672139558748077	56065	8	26	0.16	22	0.26	0.26	350	48725
0.39	2.6	390	390	530	15	http://api.worldoftanks.asia/static/2.76.4/wot/encyclopedia/vehicle/china-Ch03_WZ-111.png	122	HT	1950	1950	2650	50	5	23	1550	http://api.worldoftanks.asia/static/2.76.4/wot/encyclopedia/vehicle/contour/china-Ch03_WZ-111.png		True	45	WZ-111	China	196	250	61	17550	670	12	ARMOR_PIERCING	HOLLOW_CHARGE	HIGH_EXPLOSIVE	800	720	800	15.149802148106275	817	8	26	0.1	26	0.2	0.2	380	44225
0.35	1.7	130	130	175	18	http://api.worldoftanks.asia/static/2.76.4/wot/encyclopedia/vehicle/japan-J11_Chi_Ri.png	75	MT	1950	1950	2625	45	10	20	1350	http://api.worldoftanks.asia/static/2.76.4/wot/encyclopedia/vehicle/contour/japan-J11_Chi_Ri.png	1	False	105	Chi-Ri	Japan	155	186	38	13650	650	10	ARMOR_PIERCING	ARMOR_PIERCING	HIGH_EXPLOSIVE	821	821	821	15.482825973036062	1121	7	47	0.12	36	0.18	0.18	370	41982
0.34	2.5	390	390	480	18	http://api.worldoftanks.asia/static/2.76.4/wot/encyclopedia/vehicle/sweden-S31_Strv_K.png	105	HT	1950	1950	2400	40	10	18	1850	http://api.worldoftanks.asia/static/2.76.4/wot/encyclopedia/vehicle/contour/sweden-S31_Strv_K.png		True	45	Strv K	Sweden	252	310	53	17550	670	12	ARMOR_PIERCING	ARMOR_PIERCING_CR	HIGH_EXPLOSIVE	1080	1350	900	16.489060615755665	54145	9	30	0.15	36	0.19	0.19	400	40633
0.39	2.6	390	390	530	15	http://api.worldoftanks.asia/static/2.76.4/wot/encyclopedia/vehicle/china-Ch03_WZ_111_A.png	122	HT	1950	1950	2650	50	5	23	1550	http://api.worldoftanks.asia/static/2.76.4/wot/encyclopedia/vehicle/contour/china-Ch03_WZ_111_A.png		True	45	Alpine Tiger	China	196	250	61	17550	670	12	ARMOR_PIERCING	HOLLOW_CHARGE	HIGH_EXPLOSIVE	800	720	800	15.149802148106275	65073	8	26	0.1	26	0.2	0.2	380	44225
0.32	1.8	390	390	480	20	http://api.worldoftanks.asia/static/2.76.4/wot/encyclopedia/vehicle/germany-G112_KanonenJagdPanzer_105.png	105	TD	1950	1950	2400	70	8	15	1050	http://api.worldoftanks.asia/static/2.76.4/wot/encyclopedia/vehicle/contour/germany-G112_KanonenJagdPanzer_105.png		True	51	KanJPz 105	Germany	268	330	53	19890	500	12	ARMOR_PIERCING_CR	HOLLOW_CHARGE	HIGH_EXPLOSIVE	1478	1173	1173	19.43634596695821	48401	8	46	0.14	22	0.24	0.24	360	25725
